iata,icao,unlocode,place_id,place_name,place_region,place_country
OTU,SKOT,COOTU,3683209,El Rhin,Antioquia,CO
OTY,,PGOTY,2099269,Bogisago,Bougainville,PG
OTZ,PAOT,USOTZ,5866726,Kotzebue,Alaska,US
OUA,DFFD,BFOUA,2357048,Ouagadougou,Centre,BF
OUD,GMFO,MAOUD,2540483,Oujda,Oriental,MA
OUE,FCOU,CGOUE,2255564,Ouésso,Sangha,CG
OUG,DFCC,BFOUG,2357043,Ouahigouya,Nord,BF
OUH,FAOH,ZAOUH,967106,Oudtshoorn,Western Cape,ZA
OUK,,GBOUK,8426371,Symbister,Scotland,GB
OUL,EFOU,FIOUL,643492,Oulu,Northern Ostrobothnia,FI
OUM,,TDOUM,2426370,Oum Hadjer,Batha,TD
OUN,KOUN,USOUN,4543762,Norman,Oklahoma,US
OUR,FKKI,CMOUR,2234663,Batouri,East,CM
OUS,SDOU,BROUS,3455729,Ourinhos,São Paulo,BR
OUT,FTTS,TDOUT,2434584,Bousso,Chari-Baguirmi,TD
OUU,,GAOUU,2397144,Nyanga,Nyanga,GA
OUZ,GQPZ,MROUZ,2375558,Zouerate,Tiris Zemmour,MR
OVA,FMSL,MGOVA,1067982,Bekily,,MG
OVB,UNNT,RUOVB,1496747,Novosibirsk,Novosibirsk,RU
OVD,LEAS,ESAST,3112286,Ranón,Asturias,ES
OVE,KOVE,USOVE,5397700,South Oroville,California,US
OVG,FAOB,,972200,Nacht Wacht,Western Cape,ZA
OVL,SCOV,CLOVL,3877918,Ovalle,Coquimbo,CL
OVR,SAZF,,3842670,Olavarría,Buenos Aires,AR
OVS,USHS,,1491230,Sovetskiy,Khanty-Mansiyskiy Avtonomnyy Okrug,RU
OWA,KOWA,USOWA,5040647,Owatonna,Minnesota,US
OWB,KOWB,USOWB,4303436,Owensboro,Kentucky,US
OWD,KOWD,USOWD,4945952,Norwood,Massachusetts,US
OWK,KOWK,USOWK,4973430,Norridgewock,Maine,US
OXB,GGOV,GWOXB,2374775,Bissau,Bissau,GW
OXC,KOXC,USOXC,4840237,Oxford,Connecticut,US
OXD,KOXD,USOXD,4520760,Oxford,Ohio,US
OXF,EGTK,GBOXF,2645722,Kidlington,England,GB
OXR,KOXR,USOXR,5380184,Oxnard,California,US
OXY,YMNY,AUOXY,2172448,Canterbury,Queensland,AU
OYA,SATG,AROYA,3433715,Goya,Corrientes Province,AR
OYE,FOGO,GAOYE,2396646,Oyem,Woleu-Ntem,GA
OYG,,UGOYG,229059,Moyo,Northern Region,UG
OYK,SBOI,BROYK,3393758,Oiapoque,Amapá,BR
OYL,HKMY,KEOYL,186180,Moyale,Marsabit,KE
OYN,,AUOYN,2154088,Ouyen,Victoria,AU
OYO,SAZH,AROYO,3833859,Tres Arroyos,Buenos Aires,AR
OYP,SOOG,GFOYP,3380402,Saint-Georges,Guyane,GF
OYS,,USOYS,5408939,White Wolf,California,US
OZC,RPMO,PHOZC,1696899,Ozamiz City,Northern Mindanao,PH
OZG,,,2526452,Zagora,Souss-Massa-Drâa,MA
OZH,UKDE,UAOZH,687700,Zaporizhia,Zaporizhia,UA
OZP,LEMO,,2513509,Morón de la Frontera,Andalusia,ES
OZR,KOZR,USOZR,4081936,Ozark,Alabama,US
OZZ,GMMZ,MAOZZ,2540850,Ouarzazat,Souss-Massa-Drâa,MA
PAA,,MMPAA,1309882,Mebaung,Kayin,MM
PAB,VABI,,10443961,Tilsara,Chhattisgarh,IN
PAC,MPMG,PAPTY,3714934,Albrook,Panamá,PA
PAD,EDLP,DEPAD,2855745,Paderborn,North Rhine-Westphalia,DE
PAE,KPAE,USPAE,5793933,Everett,Washington,US
PAF,HUPA,UGPAF,226837,Pakuba,Northern Region,UG
PAG,RPMP,PHPAG,1696710,Pagadian,Zamboanga Peninsula,PH
PAH,KPAH,USPAH,4048662,Paducah,Kentucky,US
PAJ,OPPC,PKPAJ,1168394,Parachinar,Federally Administered Tribal Areas,PK
PAK,PHPA,USPAK,5855631,Hanapēpē,Hawaii,US
PAL,SKPQ,COPAL,3679277,La Dorada,Caldas,CO
PAM,KPAM,,4167694,Panama City,Florida,US
PAN,VTSK,THPAN,1607978,Pattani,Pattani,TH
PAO,KPAO,USPAO,5380748,Palo Alto,California,US
PAP,MTPP,HTPAP,3718426,Port-au-Prince,Ouest,HT
PAQ,PAAQ,USPAQ,5871146,Palmer,Alaska,US
PAS,LGPA,GRPAS,255721,Páros,South Aegean,GR
PAT,VEPT,INPAT,1260086,Patna,Bihar,IN
PAU,VYPK,MMPAU,1301175,Pauk,Magway,MM
PAV,SBUF,BRPAV,3392734,Paulo Afonso,Bahia,BR
PAW,,PGPAW,2134005,Agarauna,Milne Bay,PG
PAX,MTPX,,3718420,Port-de-Paix,Nord-Ouest,HT
PAY,WBKP,MYPAY,1733521,Pamol,,MY
PAZ,MMPA,MXPAZ,3521168,Poza Rica de Hidalgo,Veracruz,MX
PBB,,,3455065,Paranaíba,Mato Grosso do Sul,BR
PBC,MMPB,MXPBC,3521081,Puebla,Puebla,MX
PBD,VAPR,INPBD,1259395,Porbandar,Gujarat,IN
PBE,SKPR,COPBE,3671540,Puerto Berrío,Antioquia,CO
PBF,KPBF,USPBF,4126226,Pine Bluff,Arkansas,US
PBG,KPBG,,5131692,Plattsburgh,New York,US
PBH,VQPR,,1252490,Paro,Paro,BT
PBI,KPBI,USPBI,4177887,West Palm Beach,Florida,US
PBJ,NVSI,VUPBJ,2134747,Tabwé,Malampa,VU
PBL,SVPC,VEPBL,3629706,Puerto Cabello,Carabobo,VE
PBM,SMJP,SRPBM,3382670,Zanderij,Para,SR
PBN,FNPA,,3346661,Porto Amboim,Kwanza Sul,AO
PBO,YPBO,AUPBO,8310764,Paraburdoo,Western Australia,AU
PBP,MRIA,CRPBP,3622765,Nandayure,Guanacaste,CR
PBQ,SWPM,BRPBQ,3924908,Pimenta Bueno,Rondônia,BR
PBR,MGPB,GTPBR,3591062,Puerto Barrios,Izabal,GT
PBT,,PYPBT,3437379,Puerto Leda,Alto Paraguay,PY
PBU,VYPT,MMPBU,1299371,Putao,Kachin,MM
PBV,,BRPBV,3452801,Porto dos Gaúchos,Mato Grosso,BR
PBX,,BRPBX,6318027,Porto Alegre do Norte,Mato Grosso,BR
PBZ,FAPG,ZAPBZ,964712,Plettenberg Bay,Western Cape,ZA
PCA,PAOC,USPCA,5871958,Portage Creek,Alaska,US
PCB,WIPC,IDPCB,1642911,Jakarta,Jakarta,ID
PCD,KPDC,USPCD,5268002,Prairie du Chien,Wisconsin,US
PCE,,USPCE,5877094,Ugashik,Alaska,US
PCJ,,,3437380,Puerto La Victoria,Alto Paraguay,PY
PCL,SPCL,PEPCL,3693345,Pucallpa,Ucayali,PE
PCM,,MXPCM,3521342,Playa del Carmen,Quintana Roo,MX
PCN,NZPN,NZPCN,6243776,Picton,Marlborough,NZ
PCO,MMPL,MXPCO,4000444,La Rivera,Baja California Sur,MX
PCP,FPPR,STPCP,2411001,Montalvão,Príncipe,ST
PCQ,,LAPCQ,1954616,Ban Houay-Ou,Phôngsali,LA
PCR,SKPC,COPCR,3671519,Puerto Carreño,Vichada,CO
PCS,SNPC,BRPCS,3392167,Picos,Piauí,BR
PCT,,USPCT,5102922,Princeton,New Jersey,US
PCV,,MXPCV,4021889,Punta Chivato,Baja California Sur,MX
PDA,SKPD,COPDA,3671450,Inírida,Guainía,CO
PDB,,USPDB,5871370,Pedro Bay,Alaska,US
PDC,NWWQ,NCPDC,2138306,Station de Muéo,,NC
PDD,,,1037112,Moolomo,Maputo,MZ
PDE,YPDI,AUPDE,2076533,Birdsville,Queensland,AU
PDF,SNRD,BRPDF,3452483,Prado,Bahia,BR
PDG,WIPT,IDPDG,1633419,Padang,West Sumatra,ID
PDK,KPDK,,4180439,Atlanta,Georgia,US
PDL,LPPD,PTPDL,3372783,Ponta Delgada,Azores,PT
PDM,,,3712107,Cocuyo,Los Santos,PA
PDN,YPDA,AUPDN,8556190,Seddon,South Australia,AU
PDO,WIPQ,IDPDO,1631551,Pendopo,,ID
PDP,SULS,UYPDP,3440939,Punta del Este,Maldonado,UY
PDR,,BRPDR,3391220,Presidente Dutra,Maranhão,BR
PDS,MMPG,,3992619,Piedras Negras,Coahuila,MX
PDT,KPDT,USPDT,5745380,Pendleton,Oregon,US
PDU,SUPU,UYPDU,10865092,Costa de Sacra,Paysandú,UY
PDV,LBPD,BGPDV,728193,Plovdiv,Plovdiv,BG
PDX,KPDX,USPDX,5746545,Portland,Oregon,US
PDZ,SVPE,VEPDZ,3646779,Capure,Delta Amacuro,VE
PEA,YPSH,AUPEA,2063591,Penneshaw,South Australia,AU
PED,LKPD,,3068582,Pardubice,Pardubický,CZ
PEE,USPP,RUPEE,511196,Perm,Perm,RU
PEF,EDCP,DEPEF,2855091,Peenemünde,Mecklenburg-Vorpommern,DE
PEG,LIRZ,ITPEG,3171180,Perugia,Umbria,IT
PEH,SAZP,ARPEH,3841679,Pehuajó,Buenos Aires,AR
PEI,SKPE,COPEI,3672486,Pereira,Risaralda,CO
PEK,ZBAA,CNPEK,1816670,Beijing,Beijing,CN
PEL,FXPG,LSPEL,932718,Lejone,,LS
PEM,SPTU,,3931470,Puerto Maldonado,Madre de Dios,PE
PEN,WMKP,,1735106,George Town,Penang,MY
PEP,,AUPEP,8310765,Peppimenarti,Northern Territory,AU
PEQ,KPEQ,USPEQ,5528182,Pecos,Texas,US
PER,YPPH,,2063523,Perth,Western Australia,AU
PES,ULPB,RUPES,509820,Petrozavodsk,Republic of Karelia,RU
PET,SBPK,BRPET,3454244,Pelotas,Rio Grande do Sul,BR
PEV,LHPP,,3047460,Nándorliget,Baranya,HU
PEW,OPPS,PKPEW,1168197,Peshawar,Khyber Pakhtunkhwa,PK
PEX,UUYP,RUPEX,511794,Pechora,Komi Republic,RU
PEY,,AUPEY,2063588,Penong,South Australia,AU
PEZ,UWPP,RUPEZ,511565,Penza,Penza,RU
PFA,,USPFA,5873439,Savonoski,Alaska,US
PFB,SBPF,BRPFB,3454857,Passo Fundo,Rio Grande do Sul,BR
PFC,KPFC,USPFC,5744635,Pacific City,Oregon,US
PFD,,USPFD,5846467,Game Creek,Alaska,US
PFJ,BIPA,,3412173,Patreksfjordur,Westfjords,IS
PFN,KPFN,USPFN,4167694,Panama City,Florida,US
PFO,LCPH,CYPFO,146214,Paphos,Pafos,CY
PFQ,OITP,IRPFQ,442604,Ebrāhīmābād-e Jadīd,Ardabīl,IR
PFR,FZVS,CDPFR,215976,Ilebo,Kasa��-Occidental,CD
PGA,KPGA,USPGA,5307778,Page,Arizona,US
PGD,KPGD,USPGD,4169452,Punta Gorda,Florida,US
PGE,,PGPGE,2083217,Yagepa,Morobe,PG
PGF,LFMP,FRPGF,2987914,Perpignan,Languedoc-Roussillon-Midi-Pyrénées,FR
PGG,,BRPGG,3662710,Progresso,Acre,BR
PGH,VIPT,INPGH,1260440,Pantnagar,Uttarakhand,IN
PGI,FNCH,AOPGI,145778,Chitato,Luanda Norte,AO
PGK,WIPK,,1632654,Pangkalpinang,Bangka–Belitung Islands,ID
PGL,KPQL,USPGL,4440397,Pascagoula,Mississippi,US
PGM,,USPGM,5871953,Port Graham,Alaska,US
PGN,,,2088666,Pangia,Southern Highlands,PG
PGS,,USPGS,5308335,Peach Springs,Arizona,US
PGU,OIBP,IRPGU,111400,Zārd,Bushehr,IR
PGV,KPGV,USPGV,4469160,Greenville,North Carolina,US
PGX,LFBX,FRPGX,2987967,Périgueux,Aquitaine-Limousin-Poitou-Charentes,FR
PGZ,SSZW,BRPGZ,3453186,Ponta Grossa,Paraná,BR
PHA,VVPR,VNPHA,1571067,Phan Rang,Ninh Thuận,VN
PHB,SBPB,BRPHB,3393001,Parnaíba,Piauí,BR
PHC,DNPO,NGPHC,2324774,Port Harcourt,Rivers,NG
PHD,KPHD,USPHD,5164390,New Philadelphia,Ohio,US
PHE,YPPD,AUPHE,2063042,Port Hedland,Western Australia,AU
PHF,KPHF,USPHF,4776024,Newport News,Virginia,US
PHG,,,2320431,Rumumasi,Rivers,NG
PHI,SNYE,BRPHI,3392054,Pinheiro,Maranhão,BR
PHK,KPHK,USPHK,4167473,Pahokee,Florida,US
PHL,KPHL,USPHL,4560349,Philadelphia,Pennsylvania,US
PHN,KPHN,USPHN,5006233,Port Huron,Michigan,US
PHO,PAPO,USPHO,5871791,Point Hope,Alaska,US
PHP,KPHP,USPHP,5767896,Philip,South Dakota,US
PHQ,YTMO,,8596710,Mayfield,Queensland,AU
PHR,,,8555973,Pacific Harbour,,FJ
PHS,VTPP,THPHS,1607708,Phitsanulok,Phitsanulok,TH
PHT,KPHT,USPHT,4647963,Paris,Tennessee,US
PHU,,,1570619,Phuoc Vinh,Bình Dương,VN
PHW,FAPH,,965528,Phalaborwa,Limpopo,ZA
PHX,KPHX,USPHX,5308655,Phoenix,Arizona,US
PHY,VTPL,,1607737,Phetchabun,Phetchabun,TH
PIA,KPIA,USPIA,4905687,Peoria,Illinois,US
PIB,KPIB,USURE,4433039,Laurel,Mississippi,US
PIC,MBPI,TCPIC,3576979,Kew,,TC
PIE,KPIE,USPIE,4174757,Tampa,Florida,US
PIF,RCDC,TWPIF,1670481,Pingtung,Taiwan,TW
PIG,,BRPIG,6318534,São Luiz,Roraima,BR
PIH,KPIH,USPIH,5604045,Pocatello,Idaho,US
PIK,EGPK,GBPIK,2648579,Glasgow,Scotland,GB
PIL,SGPI,PYPIL,3437526,Pilar,Ñeembucú,PY
PIM,KPIM,USPIM,4216049,Pine Mountain,Georgia,US
PIN,SWPI,BRPIN,3393008,Parintins,Amazonas,BR
PIO,SPSO,PEPIO,3932145,Pisco,Ica,PE
PIP,PAPN,USPIP,5871598,Pilot Point,Alaska,US
PIR,KPIR,USPIR,5767918,Pierre,South Dakota,US
PIS,LFBI,FRPIS,2986495,Poitiers,Aquitaine-Limousin-Poitou-Charentes,FR
PIT,KPIT,USPIT,5206379,Pittsburgh,Pennsylvania,US
PIU,SPUR,PEPIU,3693528,Piura,Piura,PE
PIV,,BRPIV,3453546,Pirapora,Minas Gerais,BR
PIW,CZMN,CAPIW,6104661,Pikwitonei,Manitoba,CA
PIX,LPPI,,3372772,Porto Cachorro,Azores,PT
PIZ,PPIZ,USPIZ,5871778,Point Lay,Alaska,US
PJA,ESUP,,603761,Pajala,Norrbotten,SE
PJB,KPAN,USPJB,5308305,Payson,Arizona,US
PJC,SGPJ,PYPJC,3437547,Pedro Juan Caballero,Amambay,PY
PJG,OPPG,PKPJG,1168446,Panjgūr,Balochistān,PK
PJM,MRPJ,CRPJM,3622248,Puerto Jiménez,Puntarenas,CR
PJZ,,MXPJZ,3520990,Puerto Juárez,Quintana Roo,MX
PKA,PAPK,USPKA,5869649,Napaskiak,Alaska,US
PKB,KPKB,USPKB,4817641,Parkersburg,West Virginia,US
PKC,UHPP,RUPKC,2122104,Petropavlovsk-Kamchatskiy,Kamtsjatka,RU
PKD,KPKD,USPKD,5040822,Park Rapids,Minnesota,US
PKE,YPKS,AUPKE,2153778,Parkes,New South Wales,AU
PKG,WMPA,,1735447,Pangkor,Perak,MY
PKH,LGHL,GRPKH,254842,Porto Cheli,Peloponnese,GR
PKJ,,GTPKJ,3591216,Playa Grande,Quiché,GT
PKK,VYPU,MMPKK,1302439,Pakokku,Magway,MM
PKL,,NZPKL,2181115,Tinopai,Northland Region,NZ
PKM,,GYPKM,3376398,Port Kaituma,Barima-Waini,GY
PKN,WRBI,IDPKN,1632694,Pangkalanbuun,Central Kalimantan,ID
PKO,DBBP,BJPKO,2392204,Parakou,Borgou,BJ
PKP,NTGP,PFPKP,4030513,Teonemahina,,PF
PKR,VNPK,NPPKR,1282898,Pokhara,Western Region,NP
PKT,YPKT,AUPKT,9409192,Wadeye,Northern Territory,AU
PKU,WIBB,IDPKU,1631761,Pekanbaru,Riau,ID
PKV,ULOO,RUPKV,504341,Pskov,Pskov,RU
PKW,FBSP,BWPKW,933099,Selebi-Phikwe,Central,BW
PKY,WAOP,IDPKY,1633118,Palangkaraya,Central Kalimantan,ID
PKZ,VLPS,LAPKZ,1654379,Pakse,Champasak,LA
PLA,,COPLA,3737184,Holanda,Tolima,CO
PLD,MRSR,CRPLD,3621990,Sámara,Guanacaste,CR
PLE,,PGPLE,10128781,Paiela,Enga,PG
PLF,FTTP,TDPLF,2426240,Pala,Mayo-Kebbi Ouest,TD
PLH,EGHD,GBPLY,2640194,Plymouth,England,GB
PLJ,,BZPLJ,3581447,Placencia,Stann Creek,BZ
PLK,KPLK,USPLK,4404079,Point Lookout,Missouri,US
PLL,SBMN,BRPLL,3663517,Manaus,Amazonas,BR
PLM,WIPP,IDPLM,1633070,Palembang,South Sumatra,ID
PLN,KPLN,USPXN,5005247,Pellston,Michigan,US
PLO,YPLC,AUPLO,2063036,Port Lincoln,South Australia,AU
PLP,MPLP,,3707058,La Palma,Darién,PA
PLQ,EYPA,LTPLQ,596238,Palanga,Klaipėda County,LT
PLR,KPLR,USPLR,4082589,Pell City,Alabama,US
PLS,MBPV,TCPLS,3577004,Five Cays Settlement,,TC
PLT,,COPLT,3792392,Plato,Magdalena,CO
PLU,SBBH,BRPLU,3470127,Belo Horizonte,Minas Gerais,BR
PLV,UKHP,UAPLV,696643,Poltava,Poltava,UA
PLW,WAML,,1633034,Palu,Central Sulawesi,ID
PLX,UASS,KZPLX,1519422,Semey,East Kazakhstan,KZ
PLY,,,4924970,Plymouth,Indiana,US
PLZ,FAPE,ZAPLZ,964420,Port Elizabeth,Eastern Cape,ZA
PMA,HTPE,,160677,Chake Chake,Pemba South,TZ
PMB,KPMB,USPMB,5060887,Pembina,North Dakota,US
PMC,SCTE,CLPMC,3874960,Puerto Montt,Los Lagos,CL
PMD,KPMD,,5380698,Palmdale,California,US
PMF,LIMP,ITPMF,3171457,Parma,Emilia-Romagna,IT
PMG,SBPP,BRPMG,3453150,Ponta Porã,Mato Grosso do Sul,BR
PMH,KPMH,USPMH,4528051,West Portsmouth,Ohio,US
PMI,LEPA,ESPMI,2512989,Palma,Balearic Islands,ES
PMK,YPAM,AUPMK,8310762,Palm Island,Queensland,AU
PML,PAAL,USPML,5871929,Port Moller,Alaska,US
PMN,,PGPMN,2099536,Bibitan,Milne Bay,PG
PMO,LICJ,ITPMO,2523920,Palermo,Sicily,IT
PMP,,PGPMP,2088364,Pimaga,Southern Highlands,PG
PMQ,SAWP,ARPMQ,3841475,Perito Moreno,Santa Cruz Province,AR
PMR,NZPM,NZPMR,2185018,Palmerston North,Manawatu-Wanganui,NZ
PMS,OSPR,SYPMS,166940,Mazra‘at Muḩammad Aḩmad,Homs,SY
PMT,,GYPMT,3379132,Chenapowu Village,Potaro-Siparuni,GY
PMV,SVMG,VEPMV,8425818,Porlamar - Isla Margarita,Nueva Esparta,VE
PMW,SBPJ,BRPMW,3474574,Palmas,Tocantins,BR
PMY,SAVY,ARPMY,3840092,Puerto Madryn,Chubut Province,AR
PMZ,MRPM,CRPMZ,3622606,Palmar Sur,Puntarenas,CR
PNA,LEPP,ESPNA,3114472,Pamplona,Navarre,ES
PNB,SBPN,BRPNB,3452711,Porto Nacional,Tocantins,BR
PNC,KPNC,USPNC,4548267,Ponca City,Oklahoma,US
PND,,BZPND,3581398,Punta Gorda,Toledo,BZ
PNE,KPNE,USPNE,4560349,Philadelphia,Pennsylvania,US
PNF,,USPNF,5873439,Savonoski,Alaska,US
PNG,SSPG,BRPNG,3455070,Paranaguá,Paraná,BR
PNH,VDPP,KHPNH,1821306,Phnom Penh,Phnom Penh,KH
PNI,PTPN,FMPNI,4044958,Komwonlaid Village,Pohnpei,FM
PNJ,,,8429151,Jiaogezhuang,Shandong,CN
PNK,WIOO,IDPNK,1630789,Pontianak,West Kalimantan,ID
PNL,LICG,ITPNL,2523890,Pantelleria,Sicily,IT
PNN,KPNN,USPNN,4976035,Princeton,Maine,US
PNO,,MXPNO,3516926,Santiago Pinotepa Nacional,Oaxaca,MX
PNP,AYGR,PGPNP,2088163,Popondetta,Northern Province,PG
PNQ,VAPO,INPNQ,1259229,Pune,Maharashtra,IN
PNR,FCPP,CGPNR,2255414,Pointe-Noire,Pointe-Noire,CG
PNS,KPNS,USPNS,4168228,Pensacola,Florida,US
PNT,SCNT,CLPNT,3874958,Puerto Natales,Magallanes,CL
PNV,EYPP,LTPNV,596128,Panevezys,Panevėžys,LT
PNX,KGYI,USPNX,4720314,Pottsboro,Texas,US
PNY,VOPC,INPNY,6620455,Auroville,Tamil Nadu,IN
PNZ,SBPL,BRPNZ,3392242,Petrolina,Pernambuco,BR
POA,SBPA,BRPOA,3452925,Porto Alegre,Rio Grande do Sul,BR
POB,KPOB,,4466033,Fayetteville,North Carolina,US
POC,KPOC,USPOC,5364134,La Verne,California,US
POD,GOSP,SNPOD,6650652,Podor,Saint-Louis,SN
POG,FOOG,GAPOG,2396518,Port-Gentil,Ogooué-Maritime,GA
POH,KPOH,USPOH,4871727,Pocahontas,Iowa,US
POI,SLPO,BOPOI,3907584,Potosí,Potosí,BO
POJ,SNPD,,3454783,Patos de Minas,Minas Gerais,BR
POL,FQPB,MZPOL,1028918,Pemba,Cabo Delgado,MZ
POM,AYPY,PGPOM,2088122,Port Moresby,National Capital,PG
PON,MGPP,GTPON,3591181,Poptún,Petén,GT
POO,SBPC,BRPOO,3453303,Poços de Caldas,Minas Gerais,BR
POP,MDPP,,3493175,Puerto Plata,Puerto Plata,DO
POR,EFPO,FIPOR,640999,Pori,Satakunta,FI
POS,TTPP,TTPOS,3573890,Port of Spain,City of Port of Spain,TT
POT,MKKJ,JMPOT,3489005,Port Antonio,Portland,JM
POU,KPOU,USPOU,5132143,Poughkeepsie,New York,US
POV,LZPW,SKPOV,723819,Prešov,Prešovský,SK
POW,LJPZ,,3192682,Portorož,Piran-Pirano,SI
POX,LFPT,,8555643,Cergy-Pontoise,Île-de-France,FR
POY,KPOY,USPOY,5835606,Powell,Wyoming,US
POZ,EPPO,PLPOZ,3088171,Poznań,Greater Poland Voivodeship,PL
PPA,,USPPA,5527953,Pampa,Texas,US
PPB,SBDN,BRPPB,3452324,Presidente Prudente,São Paulo,BR
PPE,MMPE,MXPPE,3991347,Puerto Peñasco,Sonora,MX
PPF,KPPF,USPPF,4277011,Parsons,Kansas,US
PPG,NSTU,ASPPG,5881576,Pago Pago,Eastern District,AS
PPH,SVPH,VEPPH,3809095,Praitepuy,Bolívar,VE
PPI,YPIR,AUPPI,2063030,Port Pirie,South Australia,AU
PPJ,,IDPPJ,1988125,Ciparay Lebak,West Java,ID
PPK,UACP,,1520172,Petropavl,Soltüstik Qazaqstan,KZ
PPL,VNPL,NPPPL,1282921,Phaplu,Eastern Region,NP
PPM,KPMP,USPPM,4169014,Pompano Beach,Florida,US
PPN,SKPP,COPPN,3671916,Popayán,Cauca,CO
PPP,YBPN,AUPPP,2152490,Proserpine,Queensland,AU
PPQ,NZPP,NZPPQ,2184904,Paraparaumu,Wellington,NZ
PPR,WIDE,IDPPR,8632833,Kubupotembang,Riau,ID
PPS,RPVP,PHPPS,1692685,Puerto Princesa,Mimaropa,PH
PPT,NTAA,PFPPT,4033936,Papeete,Îles du Vent,PF
PPU,,MMPPU,1291950,Thayutta,Kayin,MM
PPV,,USPPV,5556491,Port Protection,Alaska,US
PPW,EGEP,GBPPW,2640298,Pierowall,Scotland,GB
PPX,,PGPPX,2085717,Taubadi,Milne Bay,PG
PPY,SNZA,BRPPY,3452525,Pouso Alegre,Minas Gerais,BR
PPZ,,VEPPZ,3629654,Puerto Páez,Apure,VE
PQC,VVPQ,VNPQC,1569973,Dương Đông,Kiến Giang,VN
PQI,KPQI,USPQI,4975966,Presque Isle,Maine,US
PQM,MMPQ,MXPQM,3522164,Palenque,Chiapas,MX
PQQ,YPMQ,AUPQQ,2152659,Port Macquarie,New South Wales,AU
PQS,,USPQS,5871601,Pilot Station,Alaska,US
PQT,BGQE,,3420670,Qeqertaq,Qaasuitsup,GL
PRA,SAAP,,3841956,Paraná,Entre Ríos Province,AR
PRB,KPRB,USPRB,5381438,Paso Robles,California,US
PRC,KPRC,USPRC,5309842,Prescott,Arizona,US
PRD,YPDO,AUPRD,2061641,Shellborough,Western Australia,AU
PRG,LKPR,,3067696,Prague,Praha,CZ
PRH,VTCP,THPRH,1607552,Phrae,Phrae,TH
PRI,FSPP,SCPRI,6691844,Anse Kerlan,,SC
PRK,FAPK,ZAPRK,964090,Prieska,Northern Cape,ZA
PRL,,USPRL,5870620,Oceanic,Alaska,US
PRM,LPPM,,2264456,Portimão,Faro,PT
PRN,BKPR,,786714,Pristina,Pristina,XK
PRO,KPRO,USPRO,4871019,Perry,Iowa,US
PRP,LFKO,FRPRP,2985266,Propriano,Corsica,FR
PRQ,,ARPRQ,3852056,La Chiquita,Chaco Province,AR
PRR,SYPR,,3661089,Paruima Mission,Cuyuni-Mazaruni,GY
PRS,AGGP,,2104484,Parasi,,SB
PRU,VYPY,MMPRU,1299154,Pyay,Bago,MM
PRV,LKPO,CZPRV,3067580,Přerov,Olomoucký,CZ
PRX,KPRX,USPRX,4717560,Paris,Texas,US
PRY,FAWB,ZAPRY,964137,Pretoria,Gauteng,ZA
PRZ,,USPRZ,5746901,Prineville,Oregon,US
PSA,LIRP,ITPSA,3170647,Pisa,Tuscany,IT
PSB,KPSB,USPSB,5205806,Philipsburg,Pennsylvania,US
PSC,KPSC,USPSC,5806298,Pasco,Washington,US
PSD,HEPS,EGPSD,358619,Port Said,Port Said,EG
PSE,TJPS,PRPSE,4566880,Ponce,Ponce,PR
PSF,KPSF,USPSF,4947459,Pittsfield,Massachusetts,US
PSG,PAPG,USPSG,5556338,Petersburg,Alaska,US
PSH,EDXO,,2932766,Ehst,Schleswig-Holstein,DE
PSI,OPPI,PKPSI,1168312,Pasni,Balochistān,PK
PSJ,WAMP,IDPSJ,1641017,Kasiguncu,Central Sulawesi,ID
PSK,KPSK,USPSK,4756557,Dublin,Virginia,US
PSL,EGPT,GBPER,2640358,Perth,Scotland,GB
PSM,KPSM,USPSM,5091383,Portsmouth,New Hampshire,US
PSO,SKPS,COPSO,3672778,Pasto,Nariño,CO
PSP,KPSP,USPSP,5380668,Palm Springs,California,US
PSR,LIBP,ITPSR,3171168,Pescara,Abruzzo,IT
PSS,SARP,ARPSS,3429886,Posadas,Misiones Province,AR
PSU,WIOP,IDPSU,1630281,Putussibau,West Kalimantan,ID
PSV,,GBPSV,2638571,Sandness,Scotland,GB
PSW,SNOS,BRPSW,3454847,Passos,Minas Gerais,BR
PSX,KPSX,USPSX,4717218,Palacios,Texas,US
PSY,SFAL,FKPSY,3426691,Stanley,,FK
PSZ,SLPS,BOPSZ,3444199,Puerto Suárez,Santa Cruz,BO
PTA,PALJ,USPTA,5871906,Port Alsworth,Alaska,US
PTB,KPTB,USPTB,4778626,Petersburg,Virginia,US
PTD,PAAP,USPTD,5556477,Port Alexander,Alaska,US
PTF,NFFO,,2198327,Solevu,Western,FJ
PTG,FAPB,ZAPTG,965289,Polokwane,Limpopo,ZA
PTH,PAPH,USPTH,5871920,Port Heiden,Alaska,US
PTJ,YPOD,AUPTJ,2152667,Portland,Victoria,AU
PTK,KPTK,USPTK,5006166,Pontiac,Michigan,US
PTM,SVPT,VEPTM,3805351,Palmarito,Apure,VE
PTN,KPTN,USPTN,4336646,Patterson,Louisiana,US
PTO,SSPB,BRPTO,3454818,Pato Branco,Paraná,BR
PTP,TFFR,GPPTP,3578599,Pointe-à-Pitre,Guadeloupe,GP
PTQ,SNMZ,BRPTQ,3391387,Porto de Moz,Pará,BR
PTS,KPTS,USPTS,4277241,Pittsburg,Kansas,US
PTT,KPTT,USPTT,4273497,Iuka,Kansas,US
PTU,PAPM,USPTU,5871730,Platinum,Alaska,US
